0.995669;79;oven;rgb(55 82 89);[(185.02101, 709.5068), (349.92612, 924.97424)]
0.9839346;62;chair;rgb(50 48 12);[(982.75586, 895.5877), (1313.7028, 1258.4102)]
0.9795442;62;chair;rgb(50 48 12);[(475.02377, 1007.9865), (895.23676, 1275.6312)]
0.97751516;86;vase;rgb(8 122 108);[(1471.4906, 548.7536), (1509.9607, 621.6299)]
0.9727851;62;chair;rgb(80 35 0);[(1049.7217, 691.4741), (1101.8508, 790.4689)]
0.9600584;62;chair;rgb(40 116 47);[(445.42804, 797.89764), (637.22064, 1008.89026)]
0.9093543;67;dining table;rgb(73 78 109);[(577.44745, 803.24066), (1279.8613, 1269.5305)]
0.9066218;64;potted plant;rgb(62 77 54);[(1438.9204, 443.20078), (1538.9327, 630.94476)]
0.845202;62;chair;rgb(53 68 109);[(1219.479, 869.37744), (1358.0767, 1209.7206)]
0.7673591;62;chair;rgb(55 73 25);[(635.30023, 774.0622), (773.9046, 913.43915)]
0.69422305;51;bowl;rgb(79 81 6);[(993.8079, 818.104), (1139.5033, 874.0599)]
0.67005444;49;knife;rgb(122 110 35);[(111.98704, 677.28406), (121.403465, 699.0323)]
0.6551064;51;bowl;rgb(7 88 116);[(414.51987, 675.45685), (466.85065, 713.4515)]
0.6184014;81;sink;rgb(79 22 44);[(570.5745, 713.46906), (723.48145, 737.7379)]
0.55541414;62;chair;rgb(37 94 17);[(753.3905, 753.9664), (886.1798, 881.1082)]
0.55347025;49;knife;rgb(70 61 11);[(115.91184, 681.99335), (126.39951, 703.53796)]
0.54170674;49;knife;rgb(111 102 70);[(107.3161, 674.39667), (118.88114, 701.51385)]
0.5353174;67;dining table;rgb(32 67 73);[(687.14294, 788.0958), (1351.1338, 1013.00714)]
0.50272477;84;book;rgb(122 110 35);[(960.67834, 872.89795), (1220.2086, 976.4694)]
0.49768534;49;knife;rgb(65 60 80);[(110.29352, 679.8621), (124.50612, 703.8958)]
0.49548012;67;dining table;rgb(86 17 126);[(582.8314, 856.37384), (1178.957, 1121.5331)]
0.46812907;84;book;rgb(79 81 6);[(1104.5769, 835.22577), (1314.9138, 902.3455)]
0.46759966;62;chair;rgb(106 81 41);[(893.317, 650.0819), (942.93945, 707.7139)]
0.4384986;81;sink;rgb(57 9 89);[(376.06088, 717.8278), (676.66315, 764.67303)]
0.433588;81;sink;rgb(32 102 38);[(415.27393, 705.0729), (588.0578, 724.7966)]
0.42557183;49;knife;rgb(7 88 116);[(110.70275, 672.7376), (119.688416, 694.4889)]
0.39619488;51;bowl;rgb(94 64 121);[(977.99524, 799.45074), (1142.3992, 848.6022)]
0.37103748;62;chair;rgb(34 47 48);[(1142.8739, 911.41534), (1334.8635, 1266.7928)]
0.33556107;49;knife;rgb(118 66 100);[(94.77807, 677.5957), (105.232704, 702.83417)]
0.3291243;44;bottle;rgb(120 62 40);[(90.74493, 676.4626), (103.06355, 707.4576)]
0.32460636;62;chair;rgb(14 69 84);[(915.7093, 736.2635), (1081.5981, 828.3883)]
0.31872597;49;knife;rgb(55 73 25);[(103.90432, 674.36633), (114.85586, 701.2391)]
0.29259035;81;sink;rgb(53 68 109);[(575.9325, 710.36865), (695.37506, 730.06805)]
0.2597438;49;knife;rgb(85 116 111);[(117.14752, 687.0092), (130.32497, 705.4985)]
0.2575986;74;mouse;rgb(32 67 73);[(1068.1072, 1030.5331), (1131.7417, 1077.5712)]
0.23841219;62;chair;rgb(110 37 94);[(1071.8254, 892.65765), (1339.3223, 1143.5912)]
0.2190193;67;dining table;rgb(85 116 111);[(836.8717, 803.3359), (1377.0624, 1156.3234)]
0.21326342;72;tv;rgb(5 88 35);[(1656.0018, 603.89276), (1724.9271, 635.7385)]
0.21318808;62;chair;rgb(81 79 98);[(751.5242, 736.55914), (1026.7515, 878.1619)]
0.2087518;81;sink;rgb(111 52 4);[(401.11368, 694.17377), (639.57275, 731.79)]
0.20853285;62;chair;rgb(104 104 25);[(1199.8002, 898.6546), (1301.0923, 973.46967)]
0.20616364;86;vase;rgb(28 73 51);[(1394.8696, 496.70517), (1450.727, 624.88226)]
0.20576227;81;sink;rgb(52 44 117);[(973.9492, 798.7743), (1144.5703, 846.8815)]
0.19834572;49;knife;rgb(102 23 69);[(89.140915, 679.1985), (98.797516, 703.7729)]
0.19309837;67;dining table;rgb(40 116 47);[(558.9102, 785.3217), (1044.1854, 1040.328)]
0.19246419;51;bowl;rgb(104 104 25);[(1009.0123, 829.2677), (1132.8588, 857.28705)]
0.18871687;81;sink;rgb(39 94 8);[(600.38446, 710.6036), (748.9041, 725.75995)]
0.18614249;62;chair;rgb(5 88 35);[(579.50226, 779.5666), (785.5773, 1033.7831)]
0.1809224;82;refrigerator;rgb(62 20 109);[(2.399353, 503.96173), (48.53097, 873.7293)]
0.17905991;49;knife;rgb(92 11 113);[(114.53124, 674.3626), (124.71571, 695.57587)]
0.17565288;49;knife;rgb(111 52 4);[(99.46112, 676.7602), (109.4234, 701.946)]
0.17548274;73;laptop;rgb(9 120 107);[(1202.7128, 884.8883), (1304.6306, 962.37463)]
0.16815741;73;laptop;rgb(14 69 84);[(1098.2809, 824.66223), (1325.8944, 907.3659)]
0.16145328;49;knife;rgb(79 22 44);[(94.60226, 681.31586), (112.39455, 704.8772)]
0.15512984;44;bottle;rgb(122 110 35);[(733.8793, 561.4639), (748.78815, 581.1867)]
0.15485713;81;sink;rgb(81 79 98);[(566.5872, 716.9821), (672.9764, 731.7437)]
0.15224122;62;chair;rgb(97 119 36);[(526.2563, 755.261), (867.5991, 1065.2311)]
0.14222868;44;bottle;rgb(17 47 46);[(694.0109, 487.59073), (713.30963, 537.50793)]
0.1411957;81;sink;rgb(99 41 0);[(564.66, 704.2255), (804.11993, 735.5935)]
0.14112051;62;chair;rgb(37 5 111);[(690.54205, 768.5441), (839.367, 893.33734)]
0.14072256;62;chair;rgb(28 75 54);[(464.9029, 774.4246), (735.99554, 1042.4086)]
0.13799542;62;chair;rgb(111 52 4);[(507.38947, 841.9855), (960.8172, 1254.4279)]
0.13498566;62;chair;rgb(104 104 25);[(689.34015, 773.09717), (769.034, 818.1523)]
0.12500478;64;potted plant;rgb(39 94 8);[(1052.3964, 689.00665), (1103.985, 748.65314)]
0.12090863;81;sink;rgb(9 120 107);[(645.84204, 702.9324), (767.8381, 719.0811)]
0.11763358;62;chair;rgb(47 67 31);[(977.8517, 649.96466), (1085.3005, 771.4072)]
0.10507198;50;spoon;rgb(26 38 121);[(113.58986, 683.3898), (128.6682, 705.2624)]
0.10182914;81;sink;rgb(102 23 69);[(568.0037, 724.9289), (727.40936, 746.25696)]
